base_id,place,latitude,longitude,poi_Transportation Facilities,poi_Leisure & Entertainment,poi_Companies & Enterprises,poi_Healthcare,poi_Commercial & Residential,poi_Tourist Attractions,poi_Automotive,poi_Life Services,poi_Science & Education & Culture,poi_Shopping & Consumer Goods,poi_Sports & Fitness,poi_Hotels & Accommodations,poi_Financial Institutions,poi_Dining & Cuisine
1591,师专新校区图书馆,28.66635,115.77176,1,2,0,2,1,1,0,2,3,0,1,0,0,1
1592,湾里师专新校区学生宿舍4栋景观塔,28.6699,115.768072,0,0,0,0,0,1,0,3,1,2,1,0,1,6
1593,湾里师专新校区学生宿舍4栋景观塔,28.66991,115.768082,0,0,0,0,0,0,0,3,1,2,1,0,1,6
1594,高新区科技大道广甸汽车,28.709503,115.952102,8,1,20,1,3,0,28,1,7,5,3,0,0,2
1595,高新区科技大道广甸汽车,28.709503,115.952102,8,1,20,1,3,0,28,1,7,5,3,0,0,2
1596,高新区科技大道广甸汽车,28.709433,115.952033,9,1,20,0,3,0,27,1,7,5,3,0,0,2
1597,江西中医学院第一教学楼,28.678448,115.748275,1,0,0,0,0,0,0,1,9,0,0,0,0,1
1598,江西中医学院第一教学楼,28.678448,115.748275,1,0,0,0,0,0,0,1,9,0,0,0,0,1
1599,江西中医学院第一教学楼,28.678448,115.748275,1,0,0,0,0,0,0,1,9,0,0,0,0,1
1600,南昌理工英雄校区新建学生公寓5B,28.789667,115.864417,0,0,0,0,3,0,0,4,2,4,1,3,0,22
1601,昌东大道昌南大道口景观塔,28.59625,115.967322,1,0,14,0,1,1,3,2,0,6,0,0,0,0
1602,昌东大道昌南大道口景观塔,28.596411,115.967019,0,0,15,0,1,1,3,2,0,7,0,0,0,0
1603,昌东大道昌南大道口景观塔,28.596217,115.967187,1,0,14,0,1,1,3,2,0,6,0,0,0,0
1604,凯美怡和格兰云天酒店,28.684805,115.967995,9,0,3,1,6,1,1,4,2,6,1,1,0,5
1605,先锋软件学院B10楼,28.896085,115.812994,1,0,0,0,2,0,0,2,2,5,1,0,0,11
1606,先锋软件学院B10楼,28.896085,115.812994,1,0,0,0,2,0,0,2,2,5,1,0,0,11
1607,先锋软件学院B10楼,28.896085,115.812994,1,0,0,0,2,0,0,2,2,5,1,0,0,11
1608,先锋软件学院B10楼,28.896085,115.812994,1,0,0,0,2,0,0,2,2,5,1,0,0,11
1609,先锋软件学院B10楼,28.896085,115.812994,1,0,0,0,2,0,0,2,2,5,1,0,0,11
1610,新建旅游商贸学院实训楼,28.709347,115.780823,6,5,0,2,4,1,0,19,10,21,2,5,0,48
1611,新建旅游商贸学院实训楼3DMIMO,28.709347,115.780823,6,5,0,2,4,1,0,19,10,21,2,5,0,48
1612,新建旅游商贸学院实训楼,28.709308,115.780652,6,5,0,2,4,1,0,17,8,19,2,2,0,45
1613,新建旅游商贸学院实训楼,28.709318,115.780758,6,5,0,2,4,1,0,19,8,18,2,3,0,47
1614,新建旅游商学院宿舍17栋,28.712368,115.779343,1,1,4,1,0,0,0,9,5,5,0,19,0,10
1615,新建旅游商学院宿舍17栋,28.712332,115.77934,1,1,4,1,0,0,0,9,5,5,0,19,0,10
1616,新建旅游商学院宿舍17栋,28.712133,115.77934,1,1,3,1,0,0,0,9,5,5,0,19,0,10
1617,新建旅游商学院宿舍17栋,28.712135,115.779213,1,1,3,1,0,0,1,9,5,5,0,19,0,10
1618,青云谱废品公司宿舍2栋,28.656438,115.897635,25,18,39,5,13,0,10,94,19,479,16,50,2,192
1619,青云谱废品公司宿舍2栋,28.656495,115.897705,25,17,39,5,13,0,10,96,19,480,16,50,2,198
1620,青云谱废品公司宿舍2栋,28.656417,115.897477,18,16,38,5,13,0,7,93,18,461,16,50,1,184
1621,南昌理工英雄校区新教学楼,28.787147,115.859617,0,0,0,0,4,0,0,0,16,1,5,0,1,35
1622,南昌理工英雄校区新教学楼,28.787147,115.859617,0,0,0,0,4,0,0,0,16,1,5,0,1,35
1623,南昌理工英雄校区新教学楼,28.787225,115.860713,0,0,2,0,1,0,0,1,17,3,1,0,1,25
1624,理工学院英雄校区第二食堂,28.788375,115.857202,0,0,0,1,9,0,0,9,12,17,2,2,0,93
1625,理工学院英雄校区第二食堂,28.788375,115.857202,0,0,0,1,9,0,0,9,12,17,2,2,0,93
1626,理工学院英雄校区第二食堂,28.788375,115.857202,0,0,0,1,9,0,0,9,12,17,2,2,0,93
1627,湾里中医学院教学实验楼,28.67779,115.740365,3,0,0,1,4,0,0,4,8,10,1,1,2,36
1628,湾里中医学院教学实验楼,28.6778,115.740432,3,0,0,1,4,0,0,4,9,10,1,1,2,36
1629,湾里中医学院教学实验楼,28.677778,115.740362,3,0,0,1,4,0,0,4,8,10,1,1,2,36
1630,新建璜溪创业路与出版路交界处景观塔,28.62933,115.74401,2,0,1,1,3,0,3,2,1,5,0,0,2,0
1631,新建璜溪创业路与出版路交界处景观塔,28.6294,115.743947,1,0,2,1,3,0,3,2,1,5,0,0,2,1
1632,新建璜溪创业路与出版路交界处景观塔,28.62933,115.74401,2,0,1,1,3,0,3,2,1,5,0,0,2,0
1633,西湖区广润门二区9栋,28.675523,115.881155,39,15,21,31,23,6,0,76,11,206,6,19,8,198
1634,西湖区广润门二区9栋,28.675677,115.881162,40,18,21,30,23,6,0,78,10,210,6,19,10,205
1635,西湖区广润门二区9栋,28.67582,115.881227,39,19,22,29,24,6,0,80,10,211,6,19,11,206
1636,安义谐和铝业,28.858546,115.602871,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1637,安义谐和铝业,28.858546,115.602871,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1638,安义工业园凤凰东路顺源科技,28.85499,115.60796,0,0,11,0,0,0,0,0,0,1,0,0,0,0
1639,华东交大南区第二食堂,28.74371,115.866797,4,0,0,1,10,1,0,15,19,9,1,0,1,24
1640,华东交大南区第二食堂,28.74371,115.866797,4,0,0,1,10,1,0,15,19,9,1,0,1,24
1641,华东交大南区第二食堂,28.74371,115.866797,4,0,0,1,10,1,0,15,19,9,1,0,1,24
1642,华东交大南区第三食堂,28.738823,115.863027,1,0,7,0,2,0,1,0,10,3,0,0,1,4
1643,华东交大南区第三食堂,28.73884,115.863077,1,0,7,0,2,0,1,0,10,3,0,0,1,4
1644,华东交大南区第三食堂,28.738872,115.863097,1,0,7,0,2,0,1,0,10,3,0,0,1,4
1645,昌北电力职业学院实验楼,28.72162,115.800275,3,1,4,1,5,0,1,4,10,5,0,2,0,15
1646,昌北电力职业学院实验楼,28.72154,115.800807,3,2,0,1,4,0,1,5,10,7,0,4,0,14
1647,昌北电力职业学院实验楼,28.72154,115.800807,3,2,0,1,4,0,1,5,10,7,0,4,0,14
1648,昌北电力职业学院实验楼,28.721655,115.800338,2,1,3,1,5,0,1,4,10,5,0,2,0,14
1649,昌北电力职业学院宿舍12栋,28.717623,115.804402,3,0,2,0,1,0,0,1,1,2,0,0,0,0
1650,昌北电力职业学院宿舍12栋,28.71769,115.804385,2,0,2,0,1,0,0,1,1,2,0,0,0,0
1651,青云谱南莲路160号南昌工业技工学校主教学楼,28.618755,115.914823,6,0,17,1,3,1,25,12,11,9,0,1,2,6
1652,青云谱南莲路160号南昌工业技工学校主教学楼,28.61859,115.9158,5,0,15,0,5,1,19,8,11,6,0,2,2,4
1653,青云谱南莲路160号南昌工业技工学校主教学楼,28.618942,115.913777,6,1,17,1,4,1,19,11,13,10,0,1,2,6
1654,世贸广场,28.696747,115.862515,60,9,60,27,20,2,13,97,38,105,19,20,20,96
1655,世贸广场,28.696563,115.862648,60,9,64,26,21,2,13,97,40,109,20,21,21,96
1656,世贸广场,28.696725,115.86254,60,9,60,27,20,2,13,97,38,105,19,20,20,96
1657,世贸广场,28.696725,115.86254,60,9,60,27,20,2,13,97,38,105,19,20,20,96
1658,世贸广场,28.696725,115.86254,60,9,60,27,20,2,13,97,38,105,19,20,20,96
1659,江西农大宿舍北区8栋,28.762382,115.833448,2,3,1,5,5,0,0,19,15,16,1,3,1,92
1660,江西农大宿舍北区8栋,28.762273,115.833455,2,3,1,5,5,0,0,20,15,16,1,3,1,92
1661,江西农大宿舍北区8栋,28.762295,115.833407,3,3,1,5,5,0,0,20,15,16,1,3,1,93
1662,新建溪霞乔岭洪家,28.845163,115.847618,1,0,1,0,0,0,8,1,1,2,0,0,0,1
1663,新建溪霞乔岭洪家,28.845183,115.847573,1,0,1,0,0,0,8,1,1,2,0,0,0,1
1664,乳品厂,28.777577,115.851037,5,0,4,8,3,1,1,16,6,46,0,0,2,29
1665,乳品厂,28.7776,115.851072,5,0,4,8,4,1,1,16,6,46,0,0,2,29
1666,乳品厂,28.777557,115.851027,5,0,4,8,3,1,1,16,6,46,0,0,2,29
1667,新建璜溪安鑫塑业景观塔,28.647438,115.734353,2,0,26,0,1,0,0,1,2,1,0,0,0,0
1668,新建璜溪安鑫塑业景观塔,28.64749,115.734375,2,0,26,0,1,0,0,1,2,1,0,0,0,0
1669,新建璜溪安鑫塑业景观塔,28.647498,115.734362,2,0,26,0,1,0,0,1,2,1,0,0,0,0
1670,江西理工大学实验楼,28.744865,115.872618,8,5,5,3,5,0,0,9,14,13,2,5,5,30
1671,江西理工大学实验楼,28.745,115.872707,8,6,6,3,5,0,0,11,14,14,2,7,5,31
1672,江西理工大学实验楼,28.744998,115.872747,8,6,6,3,4,0,0,11,14,13,2,7,5,31
1673,碟子湖大道天赐良园西景观塔,28.711632,115.860985,1,0,2,0,1,0,8,3,1,5,3,0,0,3
1674,碟子湖大道天赐良园西景观塔,28.711632,115.860985,1,0,2,0,1,0,8,3,1,5,3,0,0,3
1675,碟子湖大道天赐良园西景观塔,28.711632,115.860985,1,0,2,0,1,0,8,3,1,5,3,0,0,3
1676,城市职业学院新校区计算机大楼,28.668547,115.70216,1,0,2,0,0,0,0,0,12,1,0,5,0,0
1677,湾里城市职业学院知行楼,28.668598,115.702335,1,0,2,0,0,0,1,0,11,1,0,3,0,1
1678,湾里城市职业学院知行楼,28.668598,115.702335,1,0,2,0,0,0,1,0,11,1,0,3,0,1
1679,湾里城市职业学院知行楼,28.668598,115.702335,1,0,2,0,0,0,1,0,11,1,0,3,0,1
1680,城市职业学院新校区计算机大楼,28.66784,115.700922,0,0,0,0,2,1,0,1,12,2,1,6,0,26
1681,城市职业学院新校区计算机大楼,28.667863,115.700815,0,0,0,0,2,1,0,1,13,2,1,6,0,27
1682,城市职业学院新校区计算机大楼,28.667872,115.700892,0,0,0,0,2,1,0,1,12,2,1,6,0,26
1683,城市职业学院新校区计算机大楼,28.66781,115.700767,0,0,0,0,2,1,0,1,13,2,1,6,0,28
1684,湾里公安专科学校宿舍F组2栋,28.66923,115.749977,0,0,0,0,3,0,0,3,7,5,1,0,0,16
1685,湾里公安专科学校宿舍F组2栋,28.669228,115.749977,0,0,0,0,3,0,0,3,7,5,1,0,0,16
1686,湾里公安专科学校宿舍F组2栋,28.66948,115.75007,0,0,0,0,3,0,0,3,6,5,1,0,0,18
1687,湾里公安专科学校宿舍B组2栋,28.66939,115.74744,0,0,0,0,3,0,0,0,1,0,0,0,0,1
1688,湾里公安专科学校宿舍B组2栋,28.66939,115.74744,0,0,0,0,3,0,0,0,1,0,0,0,0,1
1689,湾里公安专科学校宿舍B组2栋,28.66939,115.74744,0,0,0,0,3,0,0,0,1,0,0,0,0,1
1690,新建昌九20km,28.851663,115.866965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,新建昌九20km,28.851663,115.866965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,财大枫林园体育馆,28.734351,115.830497,11,2,3,4,2,1,2,26,12,39,3,8,0,80
1693,财大枫林园体育馆,28.734292,115.830538,12,2,3,4,2,1,2,26,12,38,3,8,0,78
1694,经开富樱路杏林药业公司,28.73111,115.827942,2,2,5,1,3,0,4,8,1,7,0,0,0,5
1695,经开富樱路杏林药业公司,28.731125,115.82792,2,2,5,1,3,0,4,8,1,7,0,0,0,5
1696,经开富樱路杏林药业公司,28.731073,115.827908,2,2,5,1,3,0,4,7,1,7,0,0,0,5
1697,生米大桥东灯杆,28.620503,115.835688,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1698,生米大桥西灯杆,28.62386,115.828492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,生米大桥东灯杆,28.620502,115.835665,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1700,生米大桥西灯杆,28.62386,115.828483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,生米大桥东灯杆,28.620492,115.835668,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1702,生米大桥西灯杆,28.62386,115.828492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,生米大桥东灯杆,28.620532,115.835692,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1704,生米大桥西灯杆,28.62386,115.828492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,南昌县东新乡朝农丁州小区54栋,28.61328,115.84138,8,0,18,2,2,0,0,23,1,905,0,0,0,11
1706,农大北区动物科技学院,28.76772,115.827615,3,0,1,0,0,0,0,2,37,1,1,0,0,2
1707,农大北区动物科技学院,28.767723,115.827615,3,0,1,0,0,0,0,2,37,1,1,0,0,2
1708,江西农大图书馆,28.765665,115.830808,2,2,0,3,3,1,0,16,35,18,2,0,3,17
1709,江西农大图书馆,28.765515,115.8309,2,2,0,3,4,1,0,16,33,18,2,1,3,18
1710,江西农大图书馆,28.765573,115.830835,2,2,0,3,3,1,0,16,35,18,2,0,3,18
1711,师专新校区学生宿舍6栋,28.670692,115.769185,0,0,0,2,0,0,0,3,2,2,0,0,1,7
1712,师专新校区学生宿舍6栋,28.670727,115.769277,0,0,0,2,0,0,0,2,2,2,0,0,1,7
1713,红角洲南大龙腾湖人文楼,28.66325,115.799327,1,0,0,0,0,1,2,0,19,0,0,0,0,3
1714,红角洲南大艺术楼,28.664327,115.803705,0,1,0,1,1,1,1,0,10,0,2,0,0,1
1715,红角洲南大艺术楼,28.664327,115.803705,0,1,0,1,1,1,1,0,10,0,2,0,0,1
1716,红角洲南大艺术楼,28.664292,115.803702,0,1,0,1,1,1,1,0,10,0,2,0,0,1
1717,湾里中医学院南景观塔,28.67465,115.747238,0,0,0,0,1,0,0,0,2,0,0,0,0,0
1718,湾里中医学院南景观塔,28.67465,115.747238,0,0,0,0,1,0,0,0,2,0,0,0,0,0
1719,江西中医学院宿舍2栋,28.679405,115.740725,2,0,1,1,1,0,0,4,5,10,1,1,2,34
1720,江西中医学院宿舍2栋,28.679353,115.740807,2,0,1,1,1,0,0,4,5,10,1,1,2,34
1721,江西中医学院宿舍2栋,28.679308,115.740742,2,0,1,1,1,0,0,4,5,10,1,1,2,34
1722,城市职业学院新校区水泵房,28.66904,115.697487,0,0,2,2,7,1,0,1,9,7,0,7,2,32
1723,城市职业学院新校区水泵房,28.669062,115.697472,0,0,2,2,7,1,0,1,9,7,0,7,2,30
1724,城市职业学院新校区水泵房,28.668982,115.697463,0,0,2,2,7,1,0,1,9,8,0,7,2,34
1725,城市职业学院新校区水泵房,28.669062,115.697472,0,0,2,2,7,1,0,1,9,7,0,7,2,30
1726,城市职业学院新校区水泵房,28.669022,115.697442,0,0,2,2,7,1,0,1,9,7,0,7,2,33
1727,昌东航城大道与广翔路交叉口景观塔,28.71107,116.097695,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1728,工贸学院忠园,28.65881,115.78194,3,0,0,2,7,0,0,5,8,7,0,0,0,6
1729,工贸学院忠园,28.65881,115.78194,3,0,0,2,7,0,0,5,8,7,0,0,0,6
1730,工贸学院忠园,28.658798,115.781778,3,0,0,2,7,0,0,5,8,7,0,0,0,6
1731,工贸学院忠园,28.65881,115.78194,3,0,0,2,7,0,0,5,8,7,0,0,0,6
1732,工贸学院忠园,28.658808,115.781765,3,0,0,2,7,0,0,5,8,7,0,0,1,6
1733,昌东蓝天驾校招待所,28.690193,116.012975,1,0,1,4,0,0,2,5,44,28,3,3,0,54
1734,烈士陵园景观塔3DMIMO,28.712860000000003,115.83689600000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,烈士陵园景观塔,28.71271,115.836768,1,0,1,0,0,3,0,3,1,0,0,0,0,1
1736,烈士陵园景观塔,28.71311,115.83714,1,0,1,0,0,2,0,3,1,0,1,0,1,1
1737,烈士陵园景观塔3DMIMO,28.71276,115.83678,1,0,1,0,0,3,0,3,1,0,0,0,0,1
1738,昌北英雄中元制衣厂,28.769938,115.854163,6,0,2,0,1,0,0,1,0,0,0,0,0,1
1739,昌北英雄中元制衣厂,28.769938,115.854163,6,0,2,0,1,0,0,1,0,0,0,0,0,1
1740,大士院二区十栋,28.689598,115.881125,30,14,14,44,27,5,3,100,17,133,3,39,11,188
1741,大士院二区十栋,28.689583,115.881108,30,14,14,45,27,5,3,100,17,136,3,39,11,189
1742,新建望城学院公寓楼47栋景观塔,28.673878,115.78394,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1743,新建望城学院公寓楼47栋景观塔,28.673863,115.783942,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1744,新建望城学院公寓楼47栋景观塔,28.673863,115.783942,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1745,新建望城学院体育场西侧景观塔,28.670655,115.779218,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1746,新建望城学院体育场西侧景观塔,28.670617,115.779145,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1747,新建望城学院体育场西侧景观塔,28.670617,115.779145,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1748,红谷滩九龙湖站西花园9栋,28.633113,115.779175,11,1,6,5,4,0,3,9,6,11,6,13,1,44
1749,红谷滩九龙湖站西花园9栋,28.632965,115.77934,11,1,6,5,5,0,3,8,6,12,6,15,1,44
1750,红谷滩九龙湖站西花园9栋,28.633057,115.779103,11,1,5,5,4,0,3,8,6,11,5,12,1,43
1751,九龙十一度mic(红谷滩九龙湖站西花园9栋),28.63161,115.779945,12,1,4,5,7,0,4,10,6,13,6,14,1,43
1752,九龙十一度mic(红谷滩九龙湖站西花园9栋),28.63179,115.78016,13,1,5,5,7,0,4,15,6,14,6,16,1,44
1753,昌北区行政管理干部学院(共享电信),28.767888,115.818003,4,0,0,1,0,2,0,1,3,1,1,0,1,1
1754,昌北区行政管理干部学院(共享电信),28.767928,115.817942,4,0,0,1,0,2,0,1,3,1,1,0,1,1
1755,昌北区行政管理干部学院(共享电信),28.767825,115.817972,4,0,0,1,0,2,0,1,3,1,1,0,1,1
1756,江西行政学院宿舍2栋,28.766505,115.81687,6,0,0,0,0,0,1,1,3,0,0,0,0,0
1757,江西行政学院宿舍2栋,28.766505,115.81687,6,0,0,0,0,0,1,1,3,0,0,0,0,0
1758,江西行政学院宿舍2栋,28.76657,115.816872,6,0,0,0,0,0,1,1,3,0,0,0,0,0
1759,师专新校区学生食堂东景观塔,28.668167,115.768918,0,1,0,1,0,1,0,4,3,2,1,0,1,6
1760,师专新校区学生食堂东景观塔,28.668268,115.768978,0,1,0,1,0,1,0,4,3,2,1,0,1,6
1761,师专新校区学生食堂东景观塔,28.668253,115.768843,0,1,0,1,0,1,0,4,3,2,1,0,1,6
1762,红角洲南大图书馆,28.660092,115.794513,0,0,0,0,0,2,0,2,33,6,0,0,0,5
1763,红角洲南大图书馆,28.660058,115.795182,1,0,0,0,0,3,0,1,31,0,0,0,0,1
1764,红角洲南大图书馆,28.659985,115.794573,0,0,0,0,0,2,0,2,31,3,0,0,0,3
1765,红角洲南大宿舍3栋,28.668335,115.799035,0,0,1,2,2,0,0,20,21,18,0,0,1,52
1766,红角洲南大宿舍3栋,28.668138,115.799023,0,0,1,2,2,0,0,20,22,18,0,0,1,52
1767,红角洲南大宿舍3栋,28.668108,115.798985,0,0,1,2,2,0,0,20,22,18,0,0,1,52
1768,安义县水晶宫手机卖厂,28.84393,115.54558,44,3,12,28,11,3,0,76,15,243,0,10,10,96
1769,安义县水晶宫手机卖厂,28.84393,115.54558,44,3,12,28,11,3,0,76,15,243,0,10,10,96
1770,湾里城市学院教师宿舍,28.735026,115.736305,2,1,7,1,1,1,0,2,3,0,0,0,0,2
1771,湾里城市学院教师宿舍,28.7352,115.736308,2,1,7,1,1,1,0,2,3,0,0,0,0,2
1772,湾里城市学院教师宿舍,28.73515,115.736208,2,1,7,1,1,1,0,3,3,0,0,0,0,2
1773,湾里城市学院教师宿舍,28.73514,115.736185,2,1,8,1,2,1,0,3,3,0,0,0,0,2
1774,新建望城学院东区配电房035栋景观塔,28.674252,115.788563,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,新建望城学院东区配电房035栋景观塔,28.67428,115.788622,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,新建望城学院东区配电房035栋景观塔,28.67426,115.788617,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,航空城南区铁塔共享,28.711352,116.105245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,航空城南区铁塔共享,28.711358,116.105268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,航空城南区铁塔共享,28.711358,116.105268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,航空城南区铁塔共享,28.711358,116.105268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,航空城南区铁塔共享,28.712703,116.104374,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1782,航空城南区铁塔共享,28.711327,116.105218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,省三建宿舍（微配套）,28.637625,115.91097,26,8,8,10,7,0,13,37,18,51,2,10,10,52
1784,省三建宿舍（微配套）,28.637612,115.910875,26,8,8,10,8,0,13,38,19,51,2,10,9,52
1785,省三建宿舍（微配套）,28.63763,115.910877,26,8,8,10,8,0,13,38,18,51,2,10,10,52
1786,江西省粮油科学技术研究所电信共享站,28.681985,115.933065,31,19,15,30,26,1,3,98,51,182,10,29,4,138
1787,江西省粮油科学技术研究所电信共享站,28.681980999999997,115.93302299999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,江西省粮油科学技术研究所电信共享站,28.68195,115.93299,31,19,17,29,26,1,3,96,51,178,10,27,3,136
1789,江西省粮油科学技术研究所电信共享站,28.681953,115.932925,31,19,18,29,26,1,3,98,51,180,10,26,3,133
1790,江西省粮油科学技术研究所电信共享站,28.681995,115.93306,31,19,14,30,26,1,3,97,51,183,10,29,4,140
1791,江西省粮油科学技术研究所电信共享站,28.681985,115.933065,31,19,15,30,26,1,3,98,51,182,10,29,4,138
1792,江西省粮油科学技术研究所电信共享站,28.682018,115.933033,31,19,14,30,26,1,3,97,51,187,10,28,3,139
1793,江西省粮油科学技术研究所电信共享站,28.681980999999997,115.93302299999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,建业大街儒乐湖新城,28.78756,115.943723,0,0,2,0,2,0,0,1,0,1,0,0,0,0
1795,建业大街儒乐湖新城,28.787577,115.943695,0,0,2,0,2,0,0,1,0,1,0,0,0,0
1796,建业大街儒乐湖新城,28.787574,115.94369,0,0,2,0,2,0,0,1,0,1,0,0,0,0
1797,建业大街儒乐湖新城,28.787574,115.94369,0,0,2,0,2,0,0,1,0,1,0,0,0,0
1798,安义东阳科技,28.858313,115.580077,3,0,4,0,1,0,0,2,3,3,0,0,0,8
1799,安义东阳科技,28.858313,115.580077,3,0,4,0,1,0,0,2,3,3,0,0,0,8
1800,江西国际汽车城,28.730475,115.844507,1,0,14,1,6,0,49,13,2,34,0,1,3,10
1801,江西国际汽车城,28.730485,115.844558,1,0,14,1,5,0,49,13,2,34,0,1,3,10
1802,江西国际汽车城,28.730465,115.844538,1,0,14,1,6,0,49,13,2,34,0,1,3,10
1803,昌东区黄家村12栋,28.671882,116.008438,4,5,9,16,11,2,12,27,9,69,2,13,0,109
1804,昌东区黄家村12栋,28.671882,116.008438,4,5,9,16,11,2,12,27,9,69,2,13,0,109
1805,昌北区南昌理工英雄校区学生宿舍2A栋(共享联通),28.790427,115.85987,0,0,0,1,8,0,0,5,4,7,0,1,2,85
1806,昌北区南昌理工英雄校区学生宿舍2A栋(共享联通),28.79021,115.860232,0,0,0,1,6,0,0,3,3,6,0,1,2,72
1807,昌北区南昌理工英雄校区学生宿舍2A栋(共享联通),28.79021,115.860232,0,0,0,1,6,0,0,3,3,6,0,1,2,72
1808,昌北区南昌理工英雄校区学生宿舍2A栋(共享联通),28.79021,115.860232,0,0,0,1,6,0,0,3,3,6,0,1,2,72
1809,昌北区南昌理工英雄校区学生宿舍2A栋(共享联通),28.790427,115.85987,0,0,0,1,8,0,0,5,4,7,0,1,2,85
1810,昌北区南昌理工英雄校区学生宿舍2A栋(共享联通),28.790393,115.859893,0,0,0,1,9,0,0,5,4,7,0,1,2,85
1811,理工学院英雄校区学生宿舍2栋,28.790971,115.857972,0,0,0,1,10,0,0,10,4,11,0,1,2,77
1812,理工学院英雄校区学生宿舍2栋,28.790971,115.857972,0,0,0,1,10,0,0,10,4,11,0,1,2,77
1813,理工学院英雄校区学生宿舍2栋,28.790971,115.857972,0,0,0,1,10,0,0,10,4,11,0,1,2,77
1814,安义县奋发路与创业中路交界处,28.866765,115.594808,0,0,10,0,0,0,1,3,0,8,0,0,0,2
1815,安义县奋发路与创业中路交界处,28.866765,115.594808,0,0,10,0,0,0,1,3,0,8,0,0,0,2
1816,安义县奋发路与创业中路交界处,28.866767,115.594854,0,0,10,0,0,0,1,3,0,8,0,0,0,2
1817,安义县奋发路与创业中路交界处,28.866765,115.594808,0,0,10,0,0,0,1,3,0,8,0,0,0,2
1818,红角洲南航教学楼S栋,28.65014,115.8256,8,1,0,0,1,0,4,5,19,7,0,0,0,3
1819,红角洲南航教学楼S栋,28.650115,115.82571,8,1,1,0,1,0,6,4,19,9,0,0,0,4
1820,红角洲南航教学楼S栋,28.650117,115.825658,8,1,0,0,1,0,4,4,19,9,0,0,0,4
1821,红角洲南航海军楼,28.648335,115.819515,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1822,红角洲南航海军楼,28.64827,115.819293,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1823,青山湖江西省电子信息工程学院南区宿舍4栋,28.691255,115.964768,17,0,15,0,3,0,0,3,9,4,0,0,1,4
1824,青山湖江西省电子信息工程学院南区宿舍4栋,28.691255,115.964768,17,0,15,0,3,0,0,3,9,4,0,0,1,4
1825,青山湖江西省电子信息工程学院南区宿舍4栋,28.691255,115.964768,17,0,15,0,3,0,0,3,9,4,0,0,1,4
1826,青山湖江西省电子信息工程学院南区宿舍4栋,28.690983,115.964735,17,0,15,0,4,0,0,6,10,4,0,0,1,4
1827,青山湖江西省电子信息工程学院南区宿舍4栋,28.690983,115.964735,17,0,15,0,4,0,0,6,10,4,0,0,1,4
1828,青山湖江西省电子信息工程学院南区宿舍4栋,28.690983,115.964735,17,0,15,0,4,0,0,6,10,4,0,0,1,4
1829,青山湖江西省电子信息工程学院南区宿舍4栋,28.69109,115.96472,17,1,14,0,3,0,0,6,10,4,0,0,1,5
1830,青山湖江西省电子信息工程学院南区宿舍4栋,28.69109,115.9647,17,1,14,0,3,0,0,6,10,4,0,0,1,6
1831,青山湖江西省电子信息工程学院南区宿舍4栋,28.69109,115.96472,17,1,14,0,3,0,0,6,10,4,0,0,1,5
1832,联创光电,28.689713,115.963292,14,3,28,2,3,0,3,14,8,21,0,0,2,16
1833,联创光电,28.689713,115.963292,14,3,28,2,3,0,3,14,8,21,0,0,2,16
1834,二七北路186号,28.681132,115.912625,29,2,18,21,14,4,20,34,13,81,1,10,2,27
1835,二七北路186号,28.681093,115.91264,29,2,17,21,14,4,20,34,14,79,1,10,2,27
1836,二七北路186号,28.681158,115.91258,30,2,20,21,15,5,20,35,15,82,1,10,2,28
