base_id,place,latitude,longitude,poi_Transportation Facilities,poi_Leisure & Entertainment,poi_Companies & Enterprises,poi_Healthcare,poi_Commercial & Residential,poi_Tourist Attractions,poi_Automotive,poi_Life Services,poi_Science & Education & Culture,poi_Shopping & Consumer Goods,poi_Sports & Fitness,poi_Hotels & Accommodations,poi_Financial Institutions,poi_Dining & Cuisine
1,青山湖江西省电子信息工程学院北区教学楼2栋,28.692452,115.964207,18,0,28,3,5,0,2,5,9,6,0,4,3,13
2,青山湖江西省电子信息工程学院北区教学楼2栋,28.692452,115.964207,18,0,28,3,5,0,2,5,9,6,0,4,3,13
3,青山湖江西省电子信息工程学院北区教学楼2栋,28.692452,115.964207,18,0,28,3,5,0,2,5,9,6,0,4,3,13
4,青山湖江西省电子信息工程学院北区教学楼2栋,28.692503,115.96402,18,0,27,3,4,0,2,5,9,6,0,4,3,13
5,青山湖江西省电子信息工程学院北区教学楼2栋,28.692503,115.96402,18,0,27,3,4,0,2,5,9,6,0,4,3,13
6,青山湖江西省电子信息工程学院北区教学楼2栋,28.692503,115.96402,18,0,27,3,4,0,2,5,9,6,0,4,3,13
7,青山湖江西省电子信息工程学院北区教学楼2栋,28.692503,115.96402,18,0,27,3,4,0,2,5,9,6,0,4,3,13
8,青山湖江西省电子信息工程学院北区教学楼2栋,28.692503,115.96402,18,0,27,3,4,0,2,5,9,6,0,4,3,13
9,青山湖江西省电子信息工程学院北区教学楼2栋,28.692503,115.96402,18,0,27,3,4,0,2,5,9,6,0,4,3,13
10,顺外路现代技师学院学生宿舍,28.66138,115.951085,2,5,5,0,2,1,1,13,16,11,0,4,0,33
11,顺外路现代技师学院学生宿舍,28.661423,115.95111,2,5,4,0,2,1,4,12,16,10,0,4,0,34
12,顺外路现代技师学院学生宿舍,28.66138,115.951085,2,5,5,0,2,1,1,13,16,11,0,4,0,33
13,顺外路现代技师学院学生宿舍,28.661408,115.951118,2,5,5,0,2,1,4,13,16,10,0,4,0,34
14,顺外路现代技师学院学生宿舍,28.66138,115.951085,2,5,5,0,2,1,1,13,16,11,0,4,0,33
15,顺外路现代技师学院学生宿舍,28.66138,115.951085,2,5,5,0,2,1,1,13,16,11,0,4,0,33
16,顺外路现代技师学院学生宿舍,28.661408,115.951118,2,5,5,0,2,1,4,13,16,10,0,4,0,34
17,红角洲南昌科技大学教学楼,28.669442,115.81531,2,0,0,0,1,0,0,0,15,2,0,0,0,6
18,红角洲南昌科技大学教学楼,28.669442,115.81531,2,0,0,0,1,0,0,0,15,2,0,0,0,6
19,红角洲南昌科技大学教学楼,28.669297,115.815335,3,0,0,0,1,0,0,0,16,2,0,0,0,5
20,红角洲南昌科技大学教学楼,28.669297,115.815335,3,0,0,0,1,0,0,0,16,2,0,0,0,5
21,红角洲南昌科技大学教学楼,28.669442,115.81531,2,0,0,0,1,0,0,0,15,2,0,0,0,6
22,红角洲南昌科技大学教学楼3DMIMO,28.669442,115.81531,2,0,0,0,1,0,0,0,15,2,0,0,0,6
23,红角洲南昌科技大学教学楼,28.669442,115.81531,2,0,0,0,1,0,0,0,15,2,0,0,0,6
24,昌东师大10号宿舍楼,28.686698,116.020873,1,0,1,3,3,2,0,6,9,5,2,0,0,21
25,昌东师大10号宿舍楼,28.68677,116.020985,0,0,1,2,3,2,0,5,12,5,2,0,0,21
26,昌东师大10号宿舍楼,28.68677,116.020985,0,0,1,2,3,2,0,5,12,5,2,0,0,21
27,昌东师大10号宿舍楼,28.686707,116.021058,1,0,1,2,3,2,0,6,10,5,2,0,0,21
28,昌东师大保卫楼,28.683388,116.021005,1,1,0,4,3,1,2,6,11,9,4,0,0,32
29,昌东师大保卫楼,28.68331,116.020968,1,2,0,4,3,1,2,6,14,9,4,1,0,33
30,昌东师大保卫楼,28.68335,116.020785,1,2,1,4,3,1,2,6,13,10,4,1,0,33
31,京东南洋花园,28.679908,115.959302,18,11,30,13,8,1,7,64,29,93,10,32,5,153
32,京东塘南淦村,28.682037,115.95984100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,京东塘南淦村,28.68258,115.95998,26,9,8,22,7,0,10,57,23,75,9,22,7,118
34,京东塘南淦村,28.68258,115.95998,26,9,8,22,7,0,10,57,23,75,9,22,7,118
35,京东塘南淦村,28.68258,115.95998,26,9,8,22,7,0,10,57,23,75,9,22,7,118
36,京东塘南淦村,28.682537,115.959963,26,9,9,22,7,0,10,57,22,75,9,18,7,118
37,昌东太子殿卫生院,28.683684,116.0091,2,0,7,4,1,3,0,16,5,32,0,1,4,33
38,昌东太子殿卫生院,28.683684,116.0091,2,0,7,4,1,3,0,16,5,32,0,1,4,33
39,南昌县江西科技职业学院宿舍10栋,28.480438,115.955652,3,1,7,0,0,0,7,6,8,8,1,4,0,45
40,南昌县江西科技职业学院宿舍10栋,28.480438,115.955652,3,1,7,0,0,0,7,6,8,8,1,4,0,45
41,南昌县江西科技职业学院宿舍10栋,28.480422,115.955807,3,0,5,0,0,0,7,6,8,8,1,3,0,41
42,南昌县小兰金沙一路草珊瑚科技,28.556033,115.892942,1,0,33,0,0,0,1,4,2,8,0,0,0,1
43,南昌县小兰舒美特,28.55801,115.88801,3,3,25,0,0,0,5,3,8,3,1,0,1,4
44,南昌县小兰金沙一路草珊瑚科技,28.556033,115.892942,1,0,33,0,0,0,1,4,2,8,0,0,0,1
45,南昌县小兰舒美特,28.55722,115.887735,3,3,30,0,0,0,5,3,8,4,1,0,1,4
46,南昌县小兰舒美特,28.55801,115.88801,3,3,25,0,0,0,5,3,8,3,1,0,1,4
47,南昌县小兰舒美特,28.557217,115.887682,3,3,30,0,0,0,5,3,8,4,1,0,1,4
48,南昌县小兰舒美特,28.55801,115.88801,3,3,25,0,0,0,5,3,8,3,1,0,1,4
49,南昌县小兰舒美特,28.557217,115.887682,3,3,30,0,0,0,5,3,8,4,1,0,1,4
50,昌东黄家村卫生院,28.672837,116.011213,7,8,3,12,7,3,6,35,12,88,3,24,0,201
51,昌东黄家村卫生院,28.672837,116.011213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,昌东黄家村卫生院,28.672837,116.011213,7,8,3,12,7,3,6,35,12,88,3,24,0,201
53,昌东黄家村卫生院,28.672837,116.011213,7,8,3,12,7,3,6,35,12,88,3,24,0,201
54,青云谱航空路洪盛宾馆,28.611898,115.928513,16,3,46,8,5,0,7,30,2,195,3,18,11,43
55,青云谱航空路洪盛宾馆,28.61191,115.928555,15,3,45,8,5,0,9,29,2,196,3,18,11,43
56,青云谱航空路洪盛宾馆,28.612013,115.928542,15,3,45,8,5,0,8,30,2,196,3,18,11,43
57,麻纺厂,28.637858,115.899742,21,2,40,13,14,3,1,35,13,199,1,5,4,35
58,麻纺厂,28.637882,115.89968,21,2,41,13,14,3,1,35,14,202,1,5,4,35
59,麻纺厂,28.637815,115.899648,21,2,42,13,14,3,1,35,14,207,1,5,4,35
60,麻纺厂,28.637803,115.89982,21,2,40,13,14,3,1,35,13,203,1,5,4,36
61,昌东制造学院,28.673924,115.996604,2,0,0,1,1,0,0,0,30,4,2,0,0,4
62,昌东制造学院,28.673988,115.996603,2,0,0,1,1,0,0,0,30,4,2,0,0,4
63,昌东制造学院,28.673924,115.996604,2,0,0,1,1,0,0,0,30,4,2,0,0,4
64,昌东制造学院,28.6737,115.996478,1,0,0,1,2,0,0,0,30,4,2,0,0,4
65,昌东制造学院,28.673924,115.996604,2,0,0,1,1,0,0,0,30,4,2,0,0,4
66,昌东制造学院,28.6737,115.996478,1,0,0,1,2,0,0,0,30,4,2,0,0,4
67,江西工业学院瑶湖校区,28.699673833333332,116.025328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,江西工业学院瑶湖校区,28.695875,116.018468,5,1,2,0,2,0,0,3,11,7,0,0,0,14
69,江西工业学院瑶湖校区,28.695845,116.018475,5,1,2,0,2,0,0,3,11,7,0,0,0,15
70,江西工业学院瑶湖校区,28.695823,116.018455,5,1,2,0,2,0,0,3,11,7,0,0,0,15
71,艾溪湖北路赛维百思得景观塔,28.7035,116.03219,1,1,0,0,3,0,0,1,0,0,0,0,0,0
72,艾溪湖北路赛维百思得景观塔,28.7035,116.03219,1,1,0,0,3,0,0,1,0,0,0,0,0,0
73,艾溪湖北路赛维百思得景观塔,28.7035,116.03219,1,1,0,0,3,0,0,1,0,0,0,0,0,0
74,洪都机械,28.640218,115.919397,23,5,14,33,14,4,2,55,25,170,7,2,19,141
75,洪都机械,28.640218,115.919397,23,5,14,33,14,4,2,55,25,170,7,2,19,141
76,洪都机械,28.640208,115.919373,23,5,14,33,14,4,2,55,25,171,7,2,19,141
77,红角洲南大三食堂,28.668403,115.802828,0,0,1,4,2,1,0,23,22,24,1,0,4,48
78,红角洲南大三食堂,28.66858,115.80281,0,0,1,4,2,1,0,23,22,24,1,0,4,48
79,红角洲南大三食堂,28.66858,115.80281,0,0,1,4,2,1,0,23,22,24,1,0,4,48
80,红角洲南大三食堂,28.66858,115.80281,0,0,1,4,2,1,0,23,22,24,1,0,4,48
81,南京东路长春村好如家超市,28.683478,115.942538,23,4,22,14,12,3,35,44,31,57,5,7,6,120
82,南京东路长春村好如家超市,28.683443,115.942618,23,4,22,14,12,3,31,41,30,55,4,7,6,119
83,南京东路长春村好如家超市,28.683478,115.942512,23,4,22,14,12,3,35,44,31,57,6,7,6,120
84,湖坊镇长春村村委会,28.684565,115.938747,23,4,10,19,13,2,39,53,23,55,1,10,16,127
85,湖坊镇长春村村委会,28.684485,115.938753,23,4,10,20,13,2,39,52,25,55,1,10,16,127
86,湖坊镇长春村村委会,28.68458,115.9388,23,4,10,19,13,2,39,53,23,55,1,10,17,128
87,卫东花园C区6栋,28.686645,115.835597,18,2,7,10,11,0,33,35,4,64,2,2,0,73
88,卫东花园C区6栋,28.686658,115.835522,18,2,7,10,11,0,34,35,4,63,2,2,0,72
89,卫东花园C区6栋,28.68659,115.83542,18,2,8,9,11,0,34,34,5,62,2,2,0,69
90,卫东花园,28.683533,115.834487,15,2,18,11,15,1,37,39,8,77,3,8,2,59
91,卫东花园,28.683518,115.834485,15,2,18,11,15,1,37,39,8,77,3,8,2,59
92,卫东花园,28.68349,115.834492,15,2,18,11,15,1,37,38,9,78,3,8,2,60
93,青山湖区化工学校北区实训楼,28.663472,116.005787,0,0,5,0,0,0,0,3,5,1,0,0,0,1
94,青山湖区化工学校北区实训楼,28.663472,116.005787,0,0,5,0,0,0,0,3,5,1,0,0,0,1
95,青山湖区化工学校北区实训楼,28.663472,116.005787,0,0,5,0,0,0,0,3,5,1,0,0,0,1
96,青山湖区化工学校北区实训楼,28.663472,116.005787,0,0,5,0,0,0,0,3,5,1,0,0,0,1
97,广州路好来居商务客栈,28.62373,115.928448,16,10,27,16,7,0,11,70,9,124,2,11,8,95
98,广州路好来居商务客栈,28.623686,115.928503,16,10,25,16,8,0,11,70,8,125,2,11,8,92
99,广州路好来居商务客栈,28.62373,115.928448,16,10,27,16,7,0,11,70,9,124,2,11,8,95
100,进贤金鼎大酒店,28.373482,116.26058,22,6,5,38,10,2,1,91,25,282,5,10,9,146
101,进贤金鼎大酒店,28.373482,116.26058,22,6,5,38,10,2,1,91,25,282,5,10,9,146
102,进贤金鼎大酒店,28.37347,116.260477,22,6,7,38,10,2,2,93,24,292,5,10,9,143
103,进贤金鼎大酒店,28.37347,116.260477,22,6,7,38,10,2,2,93,24,292,5,10,9,143
104,进贤金鼎大酒店,28.37338,116.260468,21,6,7,37,10,2,2,93,23,296,5,11,9,139
105,进贤金鼎大酒店,28.37338,116.260468,21,6,7,37,10,2,2,93,23,296,5,11,9,139
106,京东南大道沈桥漆马村景观塔,28.64881,115.9596,15,14,7,1,3,1,41,27,10,177,13,4,0,75
107,京东南大道沈桥漆马村景观塔,28.64881,115.9596,15,14,7,1,3,1,41,27,10,177,13,4,0,75
108,昌东一路,28.641817,115.9557,5,5,75,7,2,1,0,26,6,65,5,16,0,102
109,昌东一路,28.641817,115.9557,5,5,75,7,2,1,0,26,6,65,5,16,0,102
110,昌东一路,28.641817,115.9557,5,5,75,7,2,1,0,26,6,65,5,16,0,102
111,昌东一路,28.641733,115.955923,5,5,74,6,2,1,1,27,7,63,5,14,0,99
112,昌东一路,28.641757,115.955877,5,5,74,6,2,1,1,27,7,64,5,14,0,101
113,昌东一路,28.641757,115.955877,5,5,74,6,2,1,1,27,7,64,5,14,0,101
114,红角洲南大教学主楼,28.666184,115.798618,0,0,0,2,1,0,1,12,33,12,0,0,0,42
115,红角洲南大教学主楼,28.666184,115.798618,0,0,0,2,1,0,1,12,33,12,0,0,0,42
116,红角洲南大教学主楼,28.666184,115.798618,0,0,0,2,1,0,1,12,33,12,0,0,0,42
117,红角洲南大教学主楼,28.666184,115.798618,0,0,0,2,1,0,1,12,33,12,0,0,0,42
118,江西工业学院青山湖校区,28.720113,115.93963,7,2,7,6,6,1,3,16,9,55,2,4,0,37
119,江西工业学院青山湖校区3DMIMO,28.720113,115.93963,7,2,7,6,6,1,3,16,9,55,2,4,0,37
120,江西工业学院青山湖校区,28.720113,115.93963,7,2,7,6,6,1,3,16,9,55,2,4,0,37
121,江西工业学院青山湖校区,28.720095,115.93969,7,2,7,6,6,1,2,16,9,54,2,4,0,36
122,江西工业学院青山湖校区,28.720093,115.93968,7,2,8,6,6,1,2,16,9,55,2,4,0,36
123,江西工业学院青山湖校区,28.720125,115.939387,6,2,7,6,6,1,7,16,9,56,2,4,1,38
124,江西工业学院青山湖校区,28.720093,115.939243,6,2,8,6,6,1,7,17,8,59,2,4,1,39
125,南昌县江西科技职业学院宿舍楼6栋,28.48353,115.954385,1,0,3,0,1,1,3,4,7,8,1,1,0,39
126,南昌县江西科技职业学院宿舍楼6栋,28.48356,115.954443,1,0,3,0,1,1,3,4,7,8,1,1,0,39
127,南昌县江西科技职业学院宿舍楼6栋,28.4836,115.95453,1,0,3,0,1,1,2,4,7,7,0,1,0,39
128,南昌县江西科技职业学院宿舍楼6栋,28.4836,115.95453,1,0,3,0,1,1,2,4,7,7,0,1,0,39
129,南昌县江西科技职业学院宿舍楼6栋,28.48363,115.95469,1,0,4,0,1,1,2,4,7,7,0,1,0,38
130,南昌县江西科技职业学院宿舍楼6栋,28.48363,115.95469,1,0,4,0,1,1,2,4,7,7,0,1,0,38
131,南昌县江西科技职业学院,28.48199,115.957033,1,0,0,0,1,0,0,3,7,4,0,0,0,35
132,南昌县江西科技职业学院,28.48185,115.956972,1,0,0,0,1,0,0,3,7,4,0,0,0,35
133,南昌县江西科技职业学院,28.481888,115.956835,1,0,0,0,1,0,0,3,7,4,0,0,0,35
134,昌东工程学院宿舍15栋,28.69086,116.030158,0,0,1,1,3,0,0,4,1,6,0,0,1,6
135,昌东工程学院宿舍15栋,28.69086,116.030158,0,0,1,1,3,0,0,4,1,6,0,0,1,6
136,昌东工程学院宿舍15栋,28.69086,116.03015,0,0,1,1,3,0,0,4,1,6,0,0,1,6
137,昌东工程学院宿舍15栋,28.69086,116.030158,0,0,1,1,3,0,0,4,1,6,0,0,1,6
138,长麦路友谊宾馆,28.69439,115.812172,15,4,9,15,8,0,0,63,21,160,1,2,14,43
139,长麦路友谊宾馆,28.69439,115.812172,15,4,9,15,8,0,0,63,21,160,1,2,14,43
140,长麦路友谊宾馆,28.69439,115.812172,15,4,9,15,8,0,0,63,21,160,1,2,14,43
141,新建心怡酒店景观塔,28.697633,115.811058,19,7,7,10,3,0,9,61,25,88,1,2,12,85
142,新建心怡酒店景观塔,28.697645,115.811065,19,7,7,10,3,0,9,61,25,89,1,2,11,85
143,新建心怡酒店景观塔,28.697628,115.811078,19,7,7,10,3,0,9,62,25,90,1,2,12,85
144,昌东长胜吴村105号,28.673235,116.004443,2,4,7,16,11,1,9,38,7,94,3,2,2,108
145,昌东长胜吴村105号,28.67328,116.004612,2,4,7,16,11,1,10,42,7,100,3,2,2,110
146,昌东长胜大市场,28.676853,116.005628,21,7,30,19,8,1,4,91,23,164,2,17,4,168
147,昌东长胜大市场,28.676897,116.005487,21,7,28,19,8,1,4,89,22,163,2,17,4,156
148,昌东长胜大市场,28.676757,116.005603,21,8,30,19,8,1,4,93,23,166,2,18,4,176
149,昌北双港大街中铁十三局,28.746762,115.854901,22,7,9,6,4,0,3,27,19,33,6,21,4,108
150,昌北双港大街中铁十三局,28.746717,115.854735,22,7,9,5,6,0,3,27,22,34,6,22,4,108
151,昌北双港大街中铁十三局,28.746762,115.854901,22,7,9,6,4,0,3,27,19,33,6,21,4,108
152,农大商学院图书馆,28.756647,115.850008,5,0,3,0,3,0,18,6,14,17,0,0,0,12
153,农大商学院图书馆,28.756647,115.850008,5,0,3,0,3,0,18,6,14,17,0,0,0,12
154,农大商学院图书馆,28.75662,115.849998,5,0,3,0,3,0,18,6,14,17,0,0,0,12
155,青云谱沸腾渔乡,28.633083,115.911882,23,4,26,16,16,0,15,40,23,52,2,7,18,37
156,青云谱沸腾渔乡,28.632983,115.911902,23,4,26,15,16,0,16,39,22,53,2,8,17,37
157,青云谱沸腾渔乡,28.632995,115.911858,23,4,26,15,16,0,15,39,23,54,2,8,17,38
158,青云谱沸腾渔乡,28.632998,115.911968,23,4,25,15,16,0,14,36,21,52,2,7,17,37
159,井冈山大道家乐福,28.634443,115.909703,27,5,21,24,16,0,18,53,27,83,4,6,21,77
160,南昌县银河城水悦湾44栋,28.524797,115.936435,6,2,4,7,9,0,0,18,10,36,2,2,0,33
161,南昌县银河城水悦湾44栋,28.524787,115.936463,6,2,4,7,9,0,0,18,10,37,2,2,0,34
162,南昌县银河城水悦湾44栋,28.52479,115.93637,6,2,5,7,9,0,0,19,10,37,2,2,0,33
163,南昌县建筑工程技术学院,28.526607,115.941998,3,1,2,2,3,0,3,6,5,14,0,0,0,8
164,南昌县建筑工程技术学院,28.526607,115.941998,3,1,2,2,3,0,3,6,5,14,0,0,0,8
165,南昌县建筑工程技术学院,28.52656,115.942085,3,1,2,2,3,0,3,6,5,16,0,0,0,8
166,青山湖区桃胜村农民公寓5栋,28.671585,115.952652,9,4,9,11,6,1,15,28,20,67,2,0,1,67
167,青山湖区桃胜村农民公寓5栋,28.671585,115.952652,9,4,9,11,6,1,15,28,20,67,2,0,1,67
168,青山湖区桃胜村农民公寓5栋,28.671585,115.952652,9,4,9,11,6,1,15,28,20,67,2,0,1,67
169,师大南路,28.675495,115.919005,16,6,8,9,21,2,0,27,22,73,1,11,5,91
170,师大南路,28.675485,115.918866,15,6,9,9,23,2,0,26,21,76,1,11,5,89
171,师大南路,28.67553,115.918935,15,6,9,9,21,2,0,27,20,75,1,11,5,89
172,手表厂门口,28.673933,115.917957,4,5,11,16,23,2,0,40,21,85,2,5,0,95
173,手表厂门口,28.67394,115.917972,4,5,11,16,23,2,0,40,21,84,2,5,0,94
174,手表厂门口,28.673918,115.91794,4,5,11,17,23,2,0,40,21,85,2,5,0,97
175,南京东路古德宾馆,28.685533,115.950198,26,3,32,23,9,1,6,31,16,250,1,5,6,54
176,南京东路古德宾馆,28.685533,115.950198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,南京东路古德宾馆,28.685533,115.950198,26,3,32,23,9,1,6,31,16,250,1,5,6,54
178,际任大楼,28.678065,115.922308,27,9,20,16,16,0,3,56,45,65,2,19,10,55
179,际任大楼,28.678065,115.922308,27,9,20,16,16,0,3,56,45,65,2,19,10,55
180,际任大楼,28.678065,115.922308,27,9,20,16,16,0,3,56,45,65,2,19,10,55
181,兴昌公司,28.682457,115.918363,15,4,11,1,16,0,2,21,37,30,2,9,2,46
182,兴昌公司,28.68251,115.918339,16,4,11,1,16,0,2,20,36,30,2,9,2,47
183,兴昌公司,28.682372,115.918245,15,3,10,1,15,0,2,20,36,30,2,7,2,46
184,高新百利精密刀具厂宿舍楼,28.730207,115.972237,0,0,8,0,3,0,0,3,0,2,3,1,0,0
185,高新百利精密刀具厂宿舍楼,28.730123,115.972075,0,0,8,0,4,0,0,3,0,2,3,1,0,0
186,高新百利精密刀具厂宿舍楼,28.73016766666667,115.97213633333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,高新百利精密刀具厂宿舍楼,28.730173,115.972097,0,0,8,0,4,0,0,3,0,2,3,1,0,0
188,江大南路工程学院综合楼,28.680303,115.929342,35,4,26,19,14,1,4,52,19,58,3,11,2,63
189,江大南路工程学院综合楼,28.680303,115.929342,35,4,26,19,14,1,4,52,19,58,3,11,2,63
190,江大南路工程学院综合楼,28.680303,115.929342,35,4,26,19,14,1,4,52,19,58,3,11,2,63
191,玉河大酒店,28.67792,115.9266,27,3,25,16,9,0,4,44,26,44,2,11,3,83
192,玉河大酒店,28.67792,115.9266,27,3,25,16,9,0,4,44,26,44,2,11,3,83
193,玉河大酒店,28.67792,115.9266,27,3,25,16,9,0,4,44,26,44,2,11,3,83
194,凤凰假日酒店(共享联通),28.68121,115.83655,23,5,20,20,16,0,26,56,11,147,4,24,4,165
195,凤凰假日酒店(共享联通),28.6813,115.836522,23,5,18,20,16,0,22,54,12,144,4,22,4,155
196,凤凰假日酒店(共享联通),28.68121,115.83655,23,5,20,20,16,0,26,56,11,147,4,24,4,165
197,凤凰假日酒店(共享联通),28.681228,115.836642,24,5,20,20,15,0,24,57,12,144,4,24,4,163
198,凤凰假日酒店(共享联通),28.68121,115.83655,23,5,20,20,16,0,26,56,11,147,4,24,4,165
199,凤凰假日酒店(共享联通),28.681238,115.83652,23,5,20,20,16,0,24,56,12,146,4,22,4,162
200,卫东花园公建楼(共享联通),28.68099,115.838258,26,4,19,25,15,1,11,58,12,156,4,23,2,188
201,卫东花园公建楼(共享联通),28.68099,115.838258,26,4,19,25,15,1,11,58,12,156,4,23,2,188
202,卫东花园公建楼(共享联通),28.680959,115.838279,26,4,19,25,15,1,11,58,12,159,4,24,2,191
203,卫东花园公建楼(共享联通),28.68099,115.838258,26,4,19,25,15,1,11,58,12,156,4,23,2,188
204,新建县商务学校校友林景观塔,28.68247,115.76173,0,0,0,0,0,0,0,0,0,1,0,0,0,1
205,新建县商务学校校友林景观塔,28.682477,115.761783,0,0,0,0,0,0,0,0,0,1,0,0,0,1
206,新建县商务学校校友林景观塔,28.68248,115.761783,0,0,0,0,0,0,0,0,0,1,0,0,0,1
207,新建县商务学校校友林景观塔,28.68248,115.76178,0,0,0,0,0,0,0,0,0,1,0,0,0,1
208,湾里江中制药厂,28.683448,115.752468,0,0,1,0,0,0,0,0,2,0,0,0,0,2
209,湾里江中制药厂,28.683427,115.752497,0,0,1,0,0,0,0,0,2,0,0,0,0,2
210,湾里江中制药厂,28.683422,115.752508,0,0,1,0,0,0,0,0,2,0,0,0,0,2
211,进贤云桥路,28.364295,116.256172,9,4,5,22,2,0,0,22,17,112,1,12,4,74
212,进贤云桥路,28.36431,116.256133,9,4,5,21,2,0,0,22,16,111,1,12,4,75
213,进贤云桥路,28.364232,116.256098,9,4,5,21,2,0,0,19,17,110,1,12,3,73
214,进贤云桥路,28.364275,116.256205,9,5,4,22,2,0,0,20,17,112,1,12,4,74
215,进贤云桥路,28.36431,116.2561,9,4,5,21,2,0,0,20,16,111,1,12,4,74
216,昌富路万客来超市,28.62610575,115.968709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,昌富路万客来超市,28.6261,115.968827,3,0,39,0,10,0,3,10,3,17,1,0,0,8
218,昌富路万客来超市,28.62613,115.96869,3,0,39,0,10,0,3,10,3,17,1,0,0,8
219,昌富路万客来超市,28.62611,115.968742,3,0,39,0,10,0,3,10,3,17,1,0,0,8
220,昌富路万客来超市,28.626083,115.968577,3,0,39,0,10,0,3,10,3,16,1,0,0,8
221,南昌县向塘车务段,28.422242,115.960987,3,0,6,5,2,0,0,7,3,6,1,0,0,22
222,南昌县向塘车务段,28.422305,115.960958,3,0,6,5,2,0,0,7,3,7,1,1,0,22
223,南昌县向塘车务段,28.422305,115.960958,3,0,6,5,2,0,0,7,3,7,1,1,0,22
224,南昌县向塘车务段,28.422338,115.96099,3,0,6,5,2,0,0,8,3,7,1,2,0,22
225,南昌县向塘车务段,28.422332,115.961018,3,0,6,5,2,0,0,8,3,7,1,2,0,22
226,南昌县向塘车务段,28.422332,115.961018,3,0,6,5,2,0,0,8,3,7,1,2,0,22
227,南昌县向塘车务段,28.422332,115.961018,3,0,6,5,2,0,0,8,3,7,1,2,0,22
228,昌东瑶湖派出所,28.67497,116.01235,24,26,64,20,11,2,7,118,34,159,11,87,4,324
229,昌东瑶湖派出所,28.67497,116.01235,24,26,64,20,11,2,7,118,34,159,11,87,4,324
230,昌东瑶湖派出所,28.675027,116.012308,24,26,64,20,11,2,7,118,33,157,11,87,4,327
231,昌东瑶湖派出所,28.67497,116.01235,24,26,64,20,11,2,7,118,34,159,11,87,4,324
232,昌东瑶湖派出所,28.67497,116.01235,24,26,64,20,11,2,7,118,34,159,11,87,4,324
233,昌东瑶湖派出所,28.675027,116.012308,24,26,64,20,11,2,7,118,33,157,11,87,4,327
234,昌东瑶湖派出所,28.675027,116.012308,24,26,64,20,11,2,7,118,33,157,11,87,4,327
235,昌东闵吴村苹果KTV,28.673915,116.016827,11,10,18,6,8,1,15,24,15,48,4,24,0,116
236,昌东闵吴村苹果KTV,28.673878,116.01689,11,9,18,6,8,1,15,24,15,47,4,20,0,105
237,昌东闵吴村苹果KTV,28.674656699999996,116.0136878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,昌东闵吴村苹果KTV,28.673813,116.016837,11,9,17,6,8,1,14,24,15,47,4,13,0,110
239,南京东路东方广场,28.685445,115.929123,12,3,12,23,11,0,1,31,29,58,1,9,11,69
240,南京东路东方广场,28.685398,115.929107,13,3,12,23,11,0,1,32,28,58,1,9,11,67
241,南京东路东方广场,28.68539,115.929078,14,2,13,23,11,0,1,32,27,58,1,9,11,65
242,南京东路星光村,28.685692,115.927082,17,0,26,9,10,0,2,26,18,43,5,4,5,49
243,南京东路星光村,28.68567,115.927088,17,0,25,9,10,0,2,26,17,44,5,4,5,49
244,南京东路星光村,28.685657,115.927042,17,0,26,9,10,0,2,25,17,43,5,4,5,49
245,莱茵大厦,28.668738,115.879343,53,11,31,24,23,0,8,90,12,118,5,12,20,129
246,莱茵大厦,28.668847,115.879845,57,11,29,23,23,0,6,83,10,114,3,11,20,119
247,莱茵大厦,28.66875,115.87985,57,11,29,24,23,0,6,90,10,123,3,11,20,126
248,莱茵大厦,28.668617,115.879385,54,11,32,24,22,0,7,92,11,126,5,12,21,131
249,彭桥小彭村,28.67226,115.933087,11,7,9,27,17,1,4,69,26,116,6,6,2,150
250,彭桥小彭村,28.672245,115.933113,11,7,10,28,17,1,4,70,28,117,6,6,2,149
251,彭桥小彭村,28.67221,115.933072,11,7,9,27,17,1,4,68,25,114,6,6,2,142
252,前进路市汽配,28.65933,115.8953,15,5,10,7,16,4,6,37,7,90,1,1,3,49
253,前进路市汽配,28.65933,115.895445,15,6,10,7,16,4,6,40,8,97,1,3,3,56
254,前进路市汽配,28.65933,115.8953,15,5,10,7,16,4,6,37,7,90,1,1,3,49
255,皇冠酒店裙楼,28.658823,115.90017,40,21,33,11,12,0,10,105,27,276,16,44,2,255
256,皇冠酒店裙楼,28.658739,115.900114,43,21,33,11,14,0,10,105,26,281,16,45,2,256
257,皇冠酒店裙楼,28.658739,115.900114,43,21,33,11,14,0,10,105,26,281,16,45,2,256
258,皇冠酒店裙楼,28.658757,115.899968,41,21,31,11,13,0,10,106,25,282,16,45,2,255
259,南昌县向塘荆山村,28.479925,115.952485,3,1,7,0,1,0,8,5,8,10,2,5,0,35
260,南昌县向塘荆山村,28.479989,115.952575,3,1,7,0,1,0,8,5,8,10,2,5,0,35
261,南昌县向塘荆山村,28.480003,115.952525,3,1,7,0,1,0,8,5,8,10,2,5,0,35
